,ROI,SystemTime,Timestamp,Pos,Left,Right
3568,1,63722467045397,1461485,"(0.3, -0.3, 10.0)",1,1
3569,1,63722467045436,1461518,"(0.2, -0.2, 10.0)",1,1
3570,1,63722467045492,1461577,"(0.4, -0.4, 10.0)",1,1
3571,1,63722467045534,1461618,"(0.3, -0.4, 10.0)",1,1
3572,1,63722467045580,1461668,"(0.3, -0.4, 10.0)",1,1
3573,1,63722467045623,1461710,"(0.8, 0.5, 10.0)",1,1
3574,1,63722467045664,1461752,"(0.8, 0.6, 10.0)",1,1
3575,1,63722467045717,1461802,"(0.9, 0.6, 10.0)",1,1
3576,1,63722467045758,1461843,"(1.0, 0.6, 10.0)",1,1
3577,1,63722467045796,1461885,"(1.0, 0.6, 10.0)",1,1
3578,1,63722467045836,1461918,"(1.0, 0.6, 10.0)",1,1
3579,1,63722467045884,1461968,"(0.8, 0.6, 10.0)",1,1
3580,1,63722467045938,1462026,"(-0.4, 0.5, 10.0)",1,1
3581,1,63722467045985,1462068,"(-0.4, 0.6, 10.0)",1,1
3582,1,63722467046026,1462110,"(-0.5, 0.6, 10.0)",1,1
3583,1,63722467046071,1462151,"(-0.4, 0.5, 10.0)",1,1
3584,1,63722467046112,1462201,"(-0.4, 0.5, 10.0)",1,1
3585,1,63722467046167,1462251,"(-0.2, 0.7, 10.0)",1,1
3586,1,63722467046204,1462293,"(-0.2, 0.7, 10.0)",1,1
3587,1,63722467046250,1462335,"(-0.1, 0.7, 10.0)",1,1
3588,1,63722467046295,1462376,"(-0.1, 0.7, 10.0)",1,1
3589,1,63722467046334,1462418,"(-0.1, 0.7, 10.0)",1,1
3590,1,63722467046390,1462476,"(-0.2, 0.7, 10.0)",1,1
3591,1,63722467046431,1462518,"(-0.2, 0.7, 10.0)",1,1
3592,1,63722467046472,1462560,"(-0.2, 0.8, 10.0)",1,1
3593,1,63722467046509,1462593,"(0.4, 0.6, 10.0)",1,1
3594,1,63722467046551,1462635,"(1.1, 0.5, 10.0)",1,1
3595,1,63722467046607,1462693,"(1.1, 0.6, 10.0)",1,1
3596,1,63722467046674,1462760,"(1.1, 0.6, 10.0)",1,1
3597,1,63722467046711,1462793,"(1.1, 0.6, 10.0)",1,1
3598,1,63722467046751,1462835,"(-0.4, 0.6, 10.0)",1,1
3599,1,63722467046809,1462893,"(-0.4, 0.6, 10.0)",1,1
3600,1,63722467046856,1462943,"(-0.4, 0.6, 10.0)",1,1
3601,1,63722467046894,1462976,"(-0.4, 0.6, 10.0)",1,1
3602,1,63722467046933,1463018,"(-0.4, 0.6, 10.0)",1,1
3603,1,63722467046975,1463060,"(-0.5, 0.6, 10.0)",1,1
3604,1,63722467047033,1463118,"(-0.5, 0.5, 10.0)",1,1
3605,1,63722467047078,1463160,"(-0.1, 0.8, 10.0)",1,1
3606,1,63722467047119,1463201,"(-0.1, 0.7, 10.0)",1,1
3607,1,63722467047166,1463251,"(-0.1, 0.6, 10.0)",1,1
3608,1,63722467047206,1463293,"(-0.1, 0.7, 10.0)",1,1
3609,1,63722467047263,1463351,"(0.0, 0.6, 10.0)",1,1
3610,1,63722467047305,1463393,"(0.0, 0.6, 10.0)",1,1
3611,1,63722467047348,1463435,"(1.1, 0.5, 10.0)",1,1
3612,1,63722467047389,1463476,"(1.7, 0.6, 10.0)",1,1
3613,1,63722467047430,1463518,"(1.7, 0.6, 10.0)",1,1
3614,1,63722467047486,1463568,"(1.6, 0.6, 10.0)",1,1
3615,1,63722467047529,1463618,"(1.5, 0.6, 10.0)",1,1
3616,1,63722467047575,1463659,"(1.4, 0.6, 10.0)",1,1
3617,1,63722467047620,1463709,"(0.5, 0.7, 10.0)",1,1
3618,1,63722467047663,1463751,"(0.4, 0.7, 10.0)",1,1
3619,1,63722467047719,1463801,"(0.4, 0.7, 10.0)",1,1
3620,1,63722467047758,1463843,"(0.5, 0.7, 10.0)",1,1
3621,1,63722467047798,1463884,"(0.5, 0.6, 10.0)",1,1
3622,1,63722467047927,1464009,"(0.0, -1.6, 10.0)",0.1027666,0
3623,1,63722467047966,1464051,"(0.1, -0.7, 10.0)",0.3406937,0.216978
3624,1,63722467048005,1464093,"(0.0, 0.1, 10.0)",0.6669909,0.6351216
3625,1,63722467048060,1464143,"(0.0, 0.2, 10.0)",0.8602526,0.8867673
3626,1,63722467048105,1464193,"(0.0, 0.1, 10.0)",1,1
3627,1,63722467048159,1464243,"(0.0, 0.1, 10.0)",1,1
3628,1,63722467048200,1464284,"(0.0, 0.1, 10.0)",1,1
3629,1,63722467048247,1464334,"(0.0, 0.1, 10.0)",1,1
3630,1,63722467048288,1464376,"(0.0, 0.1, 10.0)",1,1
3631,1,63722467048333,1464418,"(-0.2, 0.1, 10.0)",0.9943648,0.9965595
3632,1,63722467048387,1464468,"(-0.4, 0.2, 10.0)",1,1
3633,1,63722467048427,1464509,"(-0.3, 0.2, 10.0)",1,1
3634,1,63722467048469,1464551,"(-0.2, 0.2, 10.0)",0.9606501,0.9805077
3635,1,63722467048735,1464826,"(0.3, -0.7, 10.0)",0,0
3636,1,63722467048775,1464859,"(-0.2, -1.0, 10.0)",0.1339268,0.07864983
3637,1,63722467048965,1465051,"(-0.5, -0.9, 10.0)",0.01837616,0
3638,1,63722467049006,1465092,"(-0.3, -0.3, 10.0)",0.5396014,0.5849724
3639,1,63722467049071,1465159,"(-0.2, 0.2, 10.0)",1,1
3640,1,63722467049118,1465201,"(-0.2, 0.2, 10.0)",1,1
3641,1,63722467049162,1465242,"(-0.2, 0.2, 10.0)",1,1
3642,1,63722467049204,1465292,"(1.6, 0.8, 10.0)",1,1
3643,1,63722467049244,1465326,"(1.2, 1.0, 10.0)",1,1
3644,1,63722467049303,1465384,"(1.1, 0.9, 10.0)",1,1
3645,1,63722467049345,1465434,"(0.1, 1.4, 10.0)",1,1
3646,1,63722467049388,1465467,"(-0.4, 1.9, 10.0)",1,1
3647,1,63722467049429,1465517,"(-0.4, 1.9, 10.0)",1,1
3648,1,63722467049467,1465551,"(-0.4, 1.9, 10.0)",1,1
3649,1,63722467049519,1465601,"(-0.3, 1.8, 10.0)",1,1
3650,1,63722467049564,1465651,"(-0.3, 1.8, 10.0)",1,1
3651,1,63722467049606,1465692,"(-0.3, 1.8, 10.0)",1,1
3652,1,63722467049646,1465734,"(-0.3, 1.8, 10.0)",1,1
3653,1,63722467049688,1465767,"(-0.3, 1.8, 10.0)",1,1
3654,1,63722467049738,1465826,"(-0.3, 1.8, 10.0)",1,1
3655,1,63722467049776,1465859,"(-0.3, 1.8, 10.0)",1,1
3656,1,63722467049815,1465901,"(-0.2, 1.7, 10.0)",1,1
3657,1,63722467049856,1465942,"(-0.2, 1.5, 10.0)",1,1
3658,1,63722467049895,1465976,"(-0.1, 1.5, 10.0)",1,1
3659,1,63722467049947,1466034,"(-0.2, 1.6, 10.0)",1,1
3660,1,63722467049991,1466076,"(-0.2, 1.7, 10.0)",1,1
3661,1,63722467050031,1466117,"(-0.2, 1.8, 10.0)",1,1
3662,1,63722467050084,1466167,"(-0.4, 3.3, 10.0)",1,1
3663,1,63722467050131,1466217,"(-0.4, 3.3, 10.0)",1,1
3664,1,63722467050186,1466267,"(-0.4, 3.4, 10.0)",1,1
3665,1,63722467050231,1466317,"(-0.4, 3.3, 10.0)",1,1
3666,1,63722467050279,1466367,"(-0.3, 3.2, 10.0)",1,1
3667,1,63722467050317,1466401,"(-0.3, 3.0, 10.0)",1,1
3668,1,63722467050359,1466442,"(-0.3, 3.0, 10.0)",1,1
3669,1,63722467050409,1466492,"(-0.1, 3.5, 10.0)",1,1
3670,1,63722467050445,1466534,"(-0.1, 3.6, 10.0)",1,1
3671,1,63722467050486,1466567,"(0.0, 3.5, 10.0)",1,1
3672,1,63722467050528,1466609,"(0.0, 3.5, 10.0)",1,1
3673,1,63722467050572,1466659,"(-0.1, 3.5, 10.0)",1,1
3674,1,63722467050629,1466717,"(-0.1, 3.5, 10.0)",1,1
3675,1,63722467050675,1466759,"(0.0, 3.3, 10.0)",1,1
3676,1,63722467050719,1466800,"(-0.4, 2.8, 10.0)",1,1
3677,1,63722467050758,1466842,"(-0.3, 2.8, 10.0)",1,1
3678,1,63722467050799,1466884,"(-0.3, 2.8, 10.0)",1,1
3679,1,63722467050851,1466934,"(-0.3, 2.8, 10.0)",1,1
3680,1,63722467050894,1466975,"(-0.3, 2.9, 10.0)",1,1
3681,1,63722467050933,1467017,"(-0.4, 2.4, 10.0)",1,1
3682,1,63722467050976,1467059,"(-0.4, 1.5, 10.0)",1,1
3683,1,63722467051017,1467100,"(-0.4, 1.4, 10.0)",1,1
3684,1,63722467051084,1467167,"(-0.4, 1.4, 10.0)",1,1
3685,1,63722467051127,1467217,"(-0.4, 1.4, 10.0)",1,1
3686,1,63722467051170,1467259,"(-0.4, 1.4, 10.0)",1,1
3687,1,63722467051212,1467292,"(-0.4, 1.5, 10.0)",1,1
3688,1,63722467051260,1467342,"(-0.4, 1.4, 10.0)",1,1
3689,1,63722467051314,1467400,"(-0.5, 1.4, 10.0)",1,1
3690,1,63722467051358,1467442,"(-0.3, 1.0, 10.0)",1,1
3691,1,63722467051403,1467484,"(-0.3, 1.0, 10.0)",1,1
3692,1,63722467051444,1467525,"(-0.3, 1.0, 10.0)",1,1
3693,1,63722467051488,1467575,"(0.0, 0.6, 10.0)",0.1587298,0.3348912
3694,1,63722467051742,1467825,"(-0.7, -1.0, 10.0)",0.06768455,0.09198868
3695,1,63722467051789,1467875,"(-0.3, -0.1, 10.0)",0.4810269,0.5194931
3696,1,63722467051828,1467917,"(-0.4, -0.2, 10.0)",0.6528069,0.734961
3697,1,63722467051867,1467950,"(-0.3, -0.1, 10.0)",0.7563261,0.8465861
3698,1,63722467051908,1467992,"(-0.3, -0.2, 10.0)",0.8836849,0.949176
3699,1,63722467051958,1468042,"(-0.2, -0.1, 10.0)",0.93483,0.9730496
3700,1,63722467051998,1468084,"(-0.2, -0.1, 10.0)",0.9507017,0.9832171
3701,1,63722467052043,1468125,"(-0.2, -0.1, 10.0)",0.9572795,0.9800209
3702,1,63722467052088,1468175,"(-0.2, 0.0, 10.0)",0.9483441,0.9716161
3703,1,63722467052162,1468250,"(-0.2, -0.1, 10.0)",0.9546052,0.9870027
3704,1,63722467052226,1468308,"(-3.0, 0.0, 10.0)",1,1
3705,1,63722467052267,1468350,"(-3.0, -0.1, 10.0)",1,1
3706,1,63722467052313,1468400,"(-3.0, 0.0, 10.0)",1,1
3707,1,63722467052353,1468433,"(-3.0, 0.1, 10.0)",1,1
3708,1,63722467052399,1468483,"(-3.0, 0.1, 10.0)",1,1
3709,1,63722467052459,1468542,"(-2.6, 0.0, 10.0)",1,1
3710,1,63722467052508,1468592,"(-2.4, 0.1, 10.0)",1,1
3711,1,63722467052558,1468642,"(-2.4, 0.1, 10.0)",1,1
3712,1,63722467052604,1468692,"(-2.4, 0.1, 10.0)",1,1
3713,1,63722467052663,1468750,"(-2.4, 0.1, 10.0)",1,1
3714,1,63722467052703,1468792,"(-2.4, 0.1, 10.0)",1,1
3715,1,63722467052741,1468825,"(-2.4, 0.1, 10.0)",1,1
3716,1,63722467052779,1468867,"(-2.5, 0.1, 10.0)",1,1
3717,1,63722467052820,1468908,"(-0.4, 0.2, 10.0)",1,1
3718,1,63722467052878,1468967,"(-0.1, 0.2, 10.0)",1,1
3719,1,63722467052922,1469008,"(-0.1, 0.2, 10.0)",1,1
3720,1,63722467052962,1469050,"(0.0, 0.2, 10.0)",1,1
3721,1,63722467053001,1469083,"(0.0, 0.2, 10.0)",1,1
3722,1,63722467053049,1469133,"(-0.1, 0.2, 10.0)",1,1
3723,1,63722467053126,1469208,"(-0.2, 0.2, 10.0)",1,1
3724,1,63722467053169,1469250,"(-0.1, 0.2, 10.0)",1,1
3725,1,63722467053210,1469292,"(-0.1, 0.1, 10.0)",1,1
3726,1,63722467053265,1469350,"(-0.1, 0.1, 10.0)",1,1
3727,1,63722467053329,1469417,"(0.0, 0.1, 10.0)",1,1
3728,1,63722467053369,1469450,"(0.0, 0.1, 10.0)",1,1
3729,1,63722467053408,1469492,"(0.0, 0.1, 10.0)",1,1
3730,1,63722467053448,1469533,"(0.0, 0.2, 10.0)",1,1
3731,1,63722467053492,1469575,"(0.0, 0.2, 10.0)",1,1
3732,1,63722467053548,1469633,"(-0.4, -0.1, 10.0)",1,1
3733,1,63722467053593,1469675,"(-0.4, -0.1, 10.0)",1,1
3734,1,63722467053635,1469716,"(-0.4, -0.1, 10.0)",0.9563323,0.9971998
3735,1,63722467053677,1469766,"(-0.4, -0.1, 10.0)",1,1
3736,1,63722467053720,1469808,"(-0.4, -0.1, 10.0)",0.9439521,0.9741415
3737,1,63722467053772,1469858,"(-0.9, -0.3, 10.0)",0.873087,0.9143751
3738,1,63722467053812,1469900,"(-2.3, -0.6, 10.0)",0.7714028,0.8254771
3739,1,63722467053853,1469941,"(-2.3, -0.5, 10.0)",0.8304139,0.8512206
3740,1,63722467053893,1469975,"(-2.3, -0.6, 10.0)",0.814761,0.8584214
3741,1,63722467053933,1470016,"(-2.4, -0.7, 10.0)",0.8417842,0.832856
3742,1,63722467053981,1470066,"(-2.4, -0.7, 10.0)",0.8208768,0.8362458
3743,1,63722467054003,1470091,"(-2.4, -0.6, 10.0)",0.8159086,0.8355442
3744,1,63722467054036,1470125,"(-2.4, -0.6, 10.0)",0.8293105,0.8286261
3745,1,63722467054070,1470158,"(-2.3, -0.3, 10.0)",0.80128,0.8338874
3746,1,63722467054103,1470191,"(-2.3, -0.3, 10.0)",0.8206982,0.8256841
3747,1,63722467054136,1470225,"(-2.4, -0.5, 10.0)",0.7997004,0.8418931
3748,1,63722467054170,1470258,"(-2.3, -0.5, 10.0)",0.8036681,0.8336042
3749,1,63722467054203,1470291,"(-2.3, -0.5, 10.0)",0.8165866,0.8539113
3750,1,63722467054236,1470325,"(-2.3, -0.5, 10.0)",0.8307823,0.8563022
3751,1,63722467054270,1470358,"(-1.9, -0.4, 10.0)",0.8149115,0.8135078
3752,1,63722467054291,1470375,"(-0.7, -0.1, 10.0)",0.7674956,0.7630908
3753,1,63722467054313,1470400,"(0.1, -0.1, 10.0)",0.7356714,0.8173802
3754,1,63722467054336,1470425,"(0.1, -0.1, 10.0)",0.741346,0.834978
3755,1,63722467054358,1470441,"(0.1, 0.0, 10.0)",0.7652255,0.846366
3756,1,63722467054380,1470466,"(0.1, -0.1, 10.0)",0.7629689,0.8502874
3757,1,63722467054403,1470491,"(0.1, -0.1, 10.0)",0.7878308,0.8373594
3758,1,63722467054424,1470508,"(0.1, -0.1, 10.0)",0.7930308,0.8376996
3759,1,63722467054447,1470533,"(0.1, -0.2, 10.0)",0.8012244,0.861249
3760,1,63722467054469,1470558,"(0.1, -0.2, 10.0)",0.8098457,0.8345091
3761,1,63722467054492,1470575,"(0.1, -0.3, 10.0)",0.8040614,0.8584238
3762,1,63722467054514,1470600,"(0.1, -0.3, 10.0)",0.8090386,0.8692443
3763,1,63722467054535,1470625,"(0.0, -0.2, 10.0)",0.8212712,0.8544312
3764,1,63722467054558,1470641,"(-0.3, -0.3, 10.0)",0.8049515,0.8418477
3765,1,63722467054580,1470666,"(-0.3, -0.3, 10.0)",0.8177265,0.8600049
3766,1,63722467054603,1470691,"(-0.3, -0.3, 10.0)",0.828107,0.8569165
3767,1,63722467054624,1470708,"(-0.3, -0.2, 10.0)",0.8253579,0.8624545
3768,1,63722467054647,1470733,"(-0.3, -0.2, 10.0)",0.8459684,0.8786885
3769,1,63722467054669,1470758,"(-0.3, -0.1, 10.0)",0.8288448,0.8617706
3770,1,63722467054691,1470775,"(-0.2, -0.1, 10.0)",0.8203781,0.8769341
3771,1,63722467054713,1470800,"(-0.3, -0.1, 10.0)",0.8318884,0.8747807
3772,1,63722467054736,1470825,"(-0.3, -0.1, 10.0)",0.8402479,0.8629149
3773,1,63722467054758,1470841,"(-0.3, 0.0, 10.0)",0.8270445,0.8713526
3774,1,63722467054779,1470866,"(-0.3, 0.0, 10.0)",0.8421446,0.8867396
3775,1,63722467054803,1470891,"(-0.3, -0.1, 10.0)",0.8454829,0.886534
3776,1,63722467054824,1470908,"(-0.3, -0.1, 10.0)",0.8316683,0.8660133
3777,1,63722467054847,1470933,"(-0.3, -0.2, 10.0)",0.8420294,0.863103
3778,1,63722467054869,1470958,"(-0.3, -0.4, 10.0)",0.8329008,0.8771169
3779,1,63722467054891,1470975,"(-0.3, -0.4, 10.0)",0.8194166,0.875561
3780,1,63722467054913,1471000,"(-0.3, -0.4, 10.0)",0.8226655,0.8682234
3781,1,63722467054936,1471025,"(-0.3, -0.4, 10.0)",0.8180164,0.8628918
3782,1,63722467054958,1471041,"(-0.3, -0.4, 10.0)",0.8251004,0.8587462
3783,1,63722467054980,1471066,"(-0.3, -0.5, 10.0)",0.8263791,0.8650393
3784,1,63722467055002,1471091,"(-0.3, -0.5, 10.0)",0.8298569,0.85842
3785,1,63722467055024,1471108,"(-0.3, -0.6, 10.0)",0.821571,0.843111
3786,1,63722467055047,1471133,"(-0.3, -0.6, 10.0)",0.8277403,0.8586746
3787,1,63722467055069,1471158,"(-0.3, -0.6, 10.0)",0.830833,0.8551107
3788,1,63722467055091,1471175,"(-0.3, -0.7, 10.0)",0.8104633,0.8526785
3789,1,63722467055113,1471200,"(-0.3, -0.6, 10.0)",0.8219385,0.8525726
3790,1,63722467055135,1471225,"(-0.3, -0.6, 10.0)",0.826677,0.841814
3791,1,63722467055157,1471241,"(-0.3, -0.6, 10.0)",0.8128778,0.8479372
3792,1,63722467055180,1471266,"(-0.3, -0.5, 10.0)",0.8164849,0.8458227
3793,1,63722467055202,1471291,"(-0.3, -0.5, 10.0)",0.8204433,0.8505012
3794,1,63722467055225,1471308,"(0.0, -0.4, 10.0)",0.8007791,0.8406564
3795,1,63722467055246,1471333,"(0.0, -0.4, 10.0)",0.8081474,0.8680558
3796,1,63722467055269,1471358,"(0.0, -0.5, 10.0)",0.8149636,0.8575451
3797,1,63722467055291,1471374,"(0.0, -0.4, 10.0)",0.8235817,0.8602353
3798,1,63722467055313,1471399,"(0.1, -0.5, 10.0)",0.8028489,0.8764405
3799,1,63722467055335,1471424,"(0.1, -0.5, 10.0)",0.8270705,0.87049
3800,1,63722467055357,1471441,"(0.1, -0.5, 10.0)",0.8045793,0.8748789
3801,1,63722467055380,1471466,"(0.1, -0.5, 10.0)",0.8207124,0.8708418
3802,1,63722467055403,1471491,"(0.0, -0.5, 10.0)",0.8162185,0.8694098
3803,1,63722467055428,1471516,"(0.0, -0.5, 10.0)",0.813973,0.8717613
3804,1,63722467055450,1471533,"(0.0, -0.6, 10.0)",0.815336,0.8821129
3805,1,63722467055473,1471558,"(0.0, -0.5, 10.0)",0.8206296,0.8789339
3806,1,63722467055496,1471583,"(0.2, -0.9, 10.0)",0.8208948,0.882796
3807,1,63722467055518,1471608,"(0.3, -0.8, 10.0)",0.8301023,0.8544192
3808,1,63722467055541,1471624,"(0.3, -0.8, 10.0)",0.8292857,0.868278
3809,1,63722467055558,1471641,"(0.3, -0.9, 10.0)",0.8258855,0.8498339
3810,1,63722467055576,1471666,"(0.2, -0.9, 10.0)",0.8400568,0.8676401
3811,1,63722467055593,1471683,"(0.2, -0.9, 10.0)",0.8105674,0.8665122
3812,1,63722467055611,1471699,"(0.3, -0.9, 10.0)",0.8035017,0.8490101
3813,1,63722467055629,1471716,"(0.3, -0.9, 10.0)",0.8120235,0.8302292
3814,1,63722467055646,1471733,"(0.3, -0.9, 10.0)",0.8002985,0.8586106
3815,1,63722467055665,1471749,"(0.3, -0.9, 10.0)",0.8028599,0.8496532
3816,1,63722467055686,1471766,"(0.3, -0.9, 10.0)",0.7969159,0.8657196
3817,1,63722467055704,1471791,"(0.2, -0.9, 10.0)",0.8160689,0.869149
3818,1,63722467055727,1471816,"(0.2, -0.9, 10.0)",0.8100247,0.8558812
3819,1,63722467055745,1471833,"(0.2, -0.9, 10.0)",0.8104313,0.8458911
3820,1,63722467055762,1471849,"(0.2, -0.8, 10.0)",0.7980328,0.8607931
3821,1,63722467055780,1471866,"(0.5, -0.8, 10.0)",0.7997017,0.8384513
3822,1,63722467055797,1471883,"(0.9, -0.7, 10.0)",0.792954,0.8599847
3823,1,63722467055814,1471899,"(0.8, -0.7, 10.0)",0.7924918,0.8921793
3824,1,63722467055832,1471916,"(0.9, -0.7, 10.0)",0.7810873,0.9085332
3825,1,63722467055849,1471933,"(0.9, -0.7, 10.0)",0.8083177,0.9024834
3826,1,63722467055867,1471958,"(0.9, -0.7, 10.0)",0.8250346,0.925282
3827,1,63722467055887,1471974,"(0.9, -0.7, 10.0)",0.829845,0.9330848
3828,1,63722467055906,1471991,"(0.9, -0.6, 10.0)",0.8301311,0.9249473
3829,1,63722467055922,1472008,"(0.9, -0.6, 10.0)",0.8291212,0.9184
3830,1,63722467055946,1472033,"(0.9, -0.6, 10.0)",0.7927352,0.8871756
3831,1,63722467055968,1472058,"(0.9, -0.5, 10.0)",0.792922,0.8871059
3832,1,63722467055990,1472074,"(0.8, -0.7, 10.0)",0.8026233,0.8863167
3833,1,63722467056013,1472099,"(0.6, -0.6, 10.0)",0.7815178,0.8787069
3834,1,63722467056034,1472124,"(0.8, -0.6, 10.0)",0.788682,0.8961402
3835,1,63722467056057,1472141,"(0.7, -0.6, 10.0)",0.7851717,0.9010302
3836,1,63722467056079,1472166,"(0.7, -0.7, 10.0)",0.787985,0.892979
3837,1,63722467056102,1472191,"(0.7, -0.8, 10.0)",0.7741503,0.8829175
3838,1,63722467056123,1472208,"(0.7, -0.8, 10.0)",0.7837709,0.8895524
3839,1,63722467056146,1472233,"(0.7, -0.8, 10.0)",0.7848831,0.8827999
3840,1,63722467056168,1472249,"(0.7, -0.8, 10.0)",0.7889218,0.8654271
3841,1,63722467056190,1472274,"(0.8, -0.8, 10.0)",0.7740663,0.8647256
3842,1,63722467056212,1472299,"(0.5, -0.8, 10.0)",0.7818448,0.8769711
3843,1,63722467056235,1472324,"(0.6, -0.7, 10.0)",0.7770194,0.8542129
3844,1,63722467056257,1472341,"(0.6, -0.7, 10.0)",0.769534,0.8511813
3845,1,63722467056279,1472366,"(0.7, -0.8, 10.0)",0.7644235,0.8642284
3846,1,63722467056302,1472391,"(0.5, -0.9, 10.0)",0.7313758,0.8371012
3847,1,63722467056323,1472408,"(0.4, -1.0, 10.0)",0.7476251,0.8254068
3848,1,63722467056346,1472433,"(0.4, -1.0, 10.0)",0.7523763,0.8374785
3849,1,63722467056368,1472449,"(0.4, -1.0, 10.0)",0.7505537,0.8391896
3850,1,63722467056390,1472474,"(0.4, -1.0, 10.0)",0.7663481,0.8579732
3851,1,63722467056413,1472499,"(0.4, -1.0, 10.0)",0.7743722,0.8575072
3852,1,63722467056434,1472516,"(0.4, -1.0, 10.0)",0.7674769,0.8624744
3853,1,63722467056457,1472541,"(0.4, -1.0, 10.0)",0.7728386,0.8717186
3854,1,63722467056474,1472558,"(0.4, -1.0, 10.0)",0.7645655,0.8763734
3855,1,63722467056492,1472574,"(0.0, -0.9, 10.0)",0.7065119,0.8116015
3856,1,63722467056512,1472599,"(-0.1, -1.1, 10.0)",0.7083129,0.7793959
3857,1,63722467056531,1472616,"(-0.1, -1.0, 10.0)",0.7198661,0.7811143
3858,1,63722467056548,1472633,"(-0.2, -1.0, 10.0)",0.7363977,0.7929394
3859,1,63722467056564,1472649,"(-0.2, -1.0, 10.0)",0.7476193,0.7966291
3860,1,63722467056583,1472666,"(-0.2, -1.0, 10.0)",0.7374388,0.8099681
3861,1,63722467056601,1472691,"(-0.2, -1.0, 10.0)",0.7219225,0.7945611
3862,1,63722467056619,1472699,"(-0.2, -1.0, 10.0)",0.7219225,0.7945611
3863,1,63722467056636,1472724,"(-0.2, -1.0, 10.0)",0.7395752,0.7950876
3864,1,63722467056653,1472741,"(-0.2, -1.0, 10.0)",0.7412451,0.796214
3865,1,63722467056671,1472758,"(-0.1, -1.0, 10.0)",0.7298833,0.8077062
3866,1,63722467056688,1472774,"(-0.1, -1.0, 10.0)",0.7405049,0.7969601
3867,1,63722467056706,1472791,"(-0.1, -1.0, 10.0)",0.7385913,0.8099434
3868,1,63722467056725,1472807,"(-0.1, -1.0, 10.0)",0.750536,0.8002263
3869,1,63722467056743,1472832,"(0.2, -1.0, 10.0)",0.7225981,0.7817014
3870,1,63722467056761,1472849,"(0.2, -1.0, 10.0)",0.7175453,0.797165
3871,1,63722467056779,1472866,"(0.2, -1.0, 10.0)",0.7194873,0.7844203
3872,1,63722467056797,1472882,"(0.2, -1.0, 10.0)",0.7275134,0.7931694
3873,1,63722467056815,1472899,"(0.2, -1.0, 10.0)",0.7372075,0.8103122
3874,1,63722467056833,1472916,"(0.2, -1.0, 10.0)",0.7302818,0.8126816
3875,1,63722467056850,1472941,"(0.2, -1.0, 10.0)",0.6898562,0.7862984
3876,1,63722467056868,1472957,"(0.2, -1.0, 10.0)",0.7060312,0.7849274
3877,1,63722467056885,1472974,"(0.3, -1.0, 10.0)",0.7082338,0.7862266
3878,1,63722467056903,1472991,"(0.8, -1.1, 10.0)",0.6997824,0.8378774
3879,1,63722467056923,1473007,"(0.8, -1.0, 10.0)",0.6981493,0.8517512
3880,1,63722467056946,1473032,"(0.9, -1.0, 10.0)",0.7056637,0.8390324
3881,1,63722467056967,1473057,"(1.1, -0.9, 10.0)",0.7260959,0.855468
3882,1,63722467056990,1473074,"(1.0, -0.9, 10.0)",0.7356019,0.8470388
3883,1,63722467057012,1473099,"(1.0, -0.9, 10.0)",0.7423726,0.8350936
3884,1,63722467057035,1473124,"(1.0, -0.9, 10.0)",0.7536626,0.8252239
3885,1,63722467057056,1473141,"(0.9, -0.9, 10.0)",0.7454247,0.8320899
3886,1,63722467057079,1473166,"(0.9, -0.9, 10.0)",0.7466645,0.8286434
3887,1,63722467057101,1473191,"(0.8, -1.0, 10.0)",0.7368471,0.8489598
3888,1,63722467057123,1473207,"(0.8, -1.0, 10.0)",0.7376132,0.8450334
3889,1,63722467057146,1473232,"(0.8, -1.0, 10.0)",0.7425727,0.8378185
3890,1,63722467057168,1473257,"(0.9, -1.0, 10.0)",0.7377777,0.8449697
3891,1,63722467057190,1473274,"(0.9, -1.0, 10.0)",0.7454427,0.8204316
3892,1,63722467057212,1473299,"(0.9, -1.0, 10.0)",0.7224298,0.8445739
3893,1,63722467057235,1473324,"(0.9, -1.0, 10.0)",0.7245176,0.8541598
3894,1,63722467057256,1473341,"(0.9, -0.9, 10.0)",0.7229624,0.8325637
3895,1,63722467057280,1473366,"(0.9, -0.9, 10.0)",0.7367398,0.8462811
3896,1,63722467057301,1473391,"(0.8, -1.0, 10.0)",0.6934218,0.8249028
3897,1,63722467057324,1473407,"(0.4, -1.2, 10.0)",0.6858444,0.7620321
3898,1,63722467057345,1473432,"(0.3, -1.2, 10.0)",0.6906293,0.7656686
3899,1,63722467057367,1473449,"(0.4, -1.2, 10.0)",0.7028034,0.7768641
3900,1,63722467057385,1473474,"(0.4, -1.2, 10.0)",0.6963457,0.7718509
3901,1,63722467057404,1473491,"(0.4, -1.2, 10.0)",0.6978484,0.7900379
3902,1,63722467057422,1473507,"(0.4, -1.2, 10.0)",0.6836061,0.7704555
3903,1,63722467057440,1473524,"(0.4, -1.1, 10.0)",0.6975632,0.7737845
3904,1,63722467057458,1473541,"(0.4, -1.2, 10.0)",0.7001306,0.7791142
3905,1,63722467057478,1473566,"(0.4, -1.1, 10.0)",0.6983405,0.7705478
3906,1,63722467057496,1473582,"(0.4, -1.1, 10.0)",0.687057,0.7721261
3907,1,63722467057514,1473599,"(0.4, -1.2, 10.0)",0.7127852,0.7610283
3908,1,63722467057531,1473616,"(0.4, -1.2, 10.0)",0.6937911,0.7583053
